chamber,bioguide,last_name,state,district,party,votes,agree_pct,predicted_agree,net_trump_vote
house,D000619,Davis,IL,13,Republican,90,0.966666666666667,0.77941456,5.5
house,D000620,Delaney,MD,6,Democrat,87,0.333333333333333,0.3546915,-16.1
house,D000621,DeSantis,FL,6,Republican,87,0.942528735632184,0.89935165,17
house,D000623,DeSaulnier,CA,11,Democrat,88,0.0909090909090909,0.16760891,-48.8
house,D000624,Dingell,MI,12,Democrat,89,0.191011235955056,0.25280939,-26.3
house,D000625,Donovan,NY,11,Republican,89,0.876404494382023,0.83671446,9.8
house,D000626,Davidson,OH,8,Republican,89,0.865168539325843,0.93915913,34.5
house,D000627,Demings,FL,10,Democrat,90,0.222222222222222,0.25079042,-26.9
house,D000628,Dunn,FL,2,Republican,89,0.98876404494382,0.94561536,35.6
house,E000179,Engel,NY,16,Democrat,87,0.149425287356322,0.16787658,-52.6
house,E000215,Eshoo,CA,18,Democrat,88,0.181818181818182,0.15366902,-53.2
house,E000288,Ellison,MN,5,Democrat,80,0.0875,0.14684208,-55.2
house,E000293,Esty,CT,5,Democrat,89,0.258426966292135,0.58935812,-4.1
house,E000294,Emmer,MN,6,Republican,88,0.886363636363636,0.92940905,25.7
house,E000296,Evans,PA,2,Democrat,88,0.170454545454545,0.13347312,-82.8
house,E000297,Espaillat,NY,13,Democrat,90,0.1,0.12777102,-86.9
house,E000298,Estes,KS,4,Republican,64,0.9375,0.9078513,27.2
house,F000372,Frelinghuysen,NJ,11,Republican,88,0.909090909090909,0.69558665,0.9
house,F000448,Franks,AZ,8,Republican,56,0.928571428571429,0.92055919,21.1
house,F000449,Fortenberry,NE,1,Republican,88,0.977272727272727,0.91655419,21.3
house,F000450,Foxx,NC,5,Republican,90,0.933333333333333,0.90144048,17.5
house,F000454,Foster,IL,11,Democrat,88,0.227272727272727,0.27567997,-23.5
house,F000455,Fudge,OH,11,Democrat,87,0.160919540229885,0.14940587,-63.5
house,F000459,Fleischmann,TN,3,Republican,90,0.977777777777778,0.94022229,35.2
house,F000460,Farenthold,TX,27,Republican,70,0.928571428571429,0.92112615,23.6
house,F000461,Flores,TX,17,Republican,89,0.98876404494382,0.90108717,17.5
house,F000462,Frankel,FL,21,Democrat,81,0.197530864197531,0.32979044,-19.5
house,F000464,Faso,NY,19,Republican,90,0.9,0.8062244,7.3
house,F000465,Ferguson,GA,3,Republican,90,0.966666666666667,0.93763099,31.5
house,F000466,Fitzpatrick,PA,8,Republican,90,0.833333333333333,0.68351368,0.2
house,G000289,Goodlatte,VA,6,Republican,90,0.955555555555556,0.92773678,24.8
house,G000377,Granger,TX,12,Republican,83,0.975903614457831,0.93195006,30.2
house,G000410,Green,TX,29,Democrat,84,0.285714285714286,0.18474274,-45.7
house,G000535,Gutiérrez,IL,4,Democrat,83,0.108433734939759,0.14548779,-68.9
house,G000546,Graves,MO,6,Republican,83,0.975903614457831,0.94567352,31.4
house,G000551,Grijalva,AZ,3,Democrat,90,0.0888888888888889,0.2321095,-29.9
house,G000552,Gohmert,TX,1,Republican,86,0.813953488372093,0.94020796,46.9
house,G000553,Green,TX,9,Democrat,90,0.166666666666667,0.15021947,-61.3
house,G000558,Guthrie,KY,2,Republican,90,0.988888888888889,0.94194205,39.9
house,G000559,Garamendi,CA,3,Democrat,89,0.269662921348315,0.41643788,-12.6
house,G000560,Graves,GA,14,Republican,89,0.97752808988764,0.94195952,52.9
house,G000563,Gibbs,OH,7,Republican,90,0.966666666666667,0.93577912,29.7
house,G000565,Gosar,AZ,4,Republican,84,0.785714285714286,0.93803934,40.2
house,G000566,Gowdy,SC,4,Republican,90,0.977777777777778,0.92962562,25.7
house,G000568,Griffith,VA,9,Republican,87,0.885057471264368,0.94033215,41.5
house,G000571,Gabbard,HI,2,Democrat,86,0.244186046511628,0.21070165,-31.8
house,G000574,Gallego,AZ,7,Democrat,88,0.159090909090909,0.17196138,-49.2
house,G000576,Grothman,WI,6,Republican,90,0.933333333333333,0.89810567,16.9
house,G000577,Graves,LA,6,Republican,90,0.877777777777778,0.93940358,33.8
house,G000578,Gaetz,FL,1,Republican,89,0.808988764044944,0.94113861,39.3
house,G000579,Gallagher,WI,8,Republican,90,0.944444444444444,0.90197481,17.6
house,G000580,Garrett,VA,5,Republican,84,0.797619047619048,0.85041266,11.1
house,G000581,Gonzalez,TX,15,Democrat,89,0.348314606741573,0.3510013,-16.7
house,G000583,Gottheimer,NJ,5,Democrat,90,0.544444444444444,0.70133719,1.1
house,G000584,Gianforte,MT,0,Republican,56,0.928571428571429,0.88304203,20.42273211
house,G000585,Gomez,CA,34,Democrat,51,0.156862745098039,0.15621735,-72.9
house,H000324,Hastings,FL,20,Democrat,86,0.116279069767442,0.15617396,-62.1
house,H000874,Hoyer,MD,5,Democrat,89,0.179775280898876,0.22513131,-31
house,H001036,Hensarling,TX,5,Republican,90,0.955555555555556,0.93412644,28.4
house,H001038,Higgins,NY,26,Democrat,88,0.215909090909091,0.31627334,-19.6
house,H001045,Harper,MS,3,Republican,90,0.988888888888889,0.9270571,24.5
house,H001047,Himes,CT,4,Democrat,87,0.28735632183908,0.27529574,-23
house,H001048,Hunter,CA,50,Republican,89,0.943820224719101,0.88556404,15
house,H001050,Hanabusa,HI,1,Democrat,80,0.2125,0.20115519,-32.6
house,H001052,Harris,MD,1,Republican,89,0.876404494382023,0.93340437,28.4
house,H001053,Hartzler,MO,4,Republican,89,0.97752808988764,0.94002104,36
house,H001056,Herrera Beutler,WA,3,Republican,89,0.910112359550562,0.80697398,7.4
house,H001058,Huizenga,MI,2,Republican,89,0.97752808988764,0.90111547,17.6
house,H001059,Hultgren,IL,14,Republican,90,0.966666666666667,0.75296558,3.9
house,H001064,Heck,WA,10,Democrat,89,0.235955056179775,0.43832939,-11.4
house,H001065,Holding,NC,2,Republican,90,0.922222222222222,0.83581608,9.6
house,H001067,Hudson,NC,8,Republican,84,0.928571428571429,0.88199092,15
house,H001068,Huffman,CA,2,Democrat,86,0.151162790697674,0.16090205,-45.7
house,H001071,Hice,GA,10,Republican,90,0.9,0.92922461,25.5
house,H001072,Hill,AR,2,Republican,89,0.966292134831461,0.84911035,10.7
house,H001073,Hurd,TX,23,Republican,90,0.955555555555556,0.60827277,-3.4
house,H001074,Hollingsworth,IN,9,Republican,88,0.875,0.93071255,26.9
house,H001077,Higgins,LA,3,Republican,87,0.977011494252874,0.93966683,38.1
house,H001078,Handel,GA,6,Republican,56,0.982142857142857,0.69658779,1.5
house,I000056,Issa,CA,49,Republican,87,0.931034482758621,0.51312493,-7.5
house,J000032,Jackson Lee,TX,18,Democrat,89,0.157303370786517,0.15827474,-56.5
house,J000126,Johnson,TX,30,Democrat,82,0.170731707317073,0.16281174,-60.8
house,J000174,Johnson,TX,3,Republican,82,0.939024390243902,0.87608016,14.2
house,J000255,Jones,NC,3,Republican,75,0.493333333333333,0.92698189,23.6
house,J000288,Johnson,GA,4,Democrat,88,0.147727272727273,0.16515207,-53.1
house,J000289,Jordan,OH,4,Republican,88,0.852272727272727,0.93795458,33.6
house,J000290,Jenkins,KS,2,Republican,88,0.965909090909091,0.90427681,18.4
house,J000292,Johnson,OH,6,Republican,89,0.98876404494382,0.94181248,42.6
house,J000294,Jeffries,NY,8,Democrat,88,0.147727272727273,0.14306524,-71.1
house,J000295,Joyce,OH,14,Republican,90,0.966666666666667,0.85639807,11.5
house,J000297,Jenkins,WV,3,Republican,89,0.966292134831461,0.94210102,49.2
house,J000298,Jayapal,WA,7,Democrat,89,0.101123595505618,0.14259099,-69.9
house,J000299,Johnson,LA,4,Republican,87,0.908045977011494,0.92462201,24
house,K000009,Kaptur,OH,9,Democrat,87,0.229885057471264,0.2826119,-22.2
house,K000188,Kind,WI,3,Democrat,88,0.329545454545455,0.76580154,4.5
house,K000210,King,NY,2,Republican,88,0.863636363636364,0.82836488,9.1
house,K000362,King,IA,4,Republican,87,0.919540229885057,0.93039447,27.4
house,K000375,Keating,MA,9,Democrat,88,0.295454545454545,0.44989042,-10.7
house,K000376,Kelly,PA,3,Republican,89,0.966292134831461,0.92975842,26.1
house,K000378,Kinzinger,IL,16,Republican,90,0.988888888888889,0.89980101,17.2
house,K000379,Kennedy,MA,4,Democrat,81,0.160493827160494,0.28028391,-24.2
house,K000380,Kildee,MI,5,Democrat,87,0.195402298850575,0.5895434,-4.2
house,K000381,Kilmer,WA,6,Democrat,89,0.280898876404494,0.42180195,-12.3
house,K000382,Kuster,NH,2,Democrat,88,0.363636363636364,0.62588051,-2.4
house,K000385,Kelly,IL,2,Democrat,89,0.123595505617978,0.15490216,-58.9
house,K000386,Katko,NY,24,Republican,89,0.898876404494382,0.59979727,-3.6
house,K000387,Knight,CA,25,Republican,90,0.988888888888889,0.53747355,-6.7
house,K000388,Kelly,MS,1,Republican,89,0.921348314606742,0.93836592,33
house,K000389,Khanna,CA,17,Democrat,88,0.147727272727273,0.15724214,-53.4
house,K000390,Kihuen,NV,4,Democrat,88,0.215909090909091,0.57304171,-4.9
house,K000391,Krishnamoorthi,IL,8,Democrat,89,0.258426966292135,0.29126211,-21.7
house,K000392,Kustoff,TN,8,Republican,90,0.933333333333333,0.94042573,35.6
house,L000263,Levin,MI,9,Democrat,89,0.168539325842697,0.51003621,-7.8
house,L000287,Lewis,GA,5,Democrat,87,0.0919540229885057,0.142808,-73.1
house,L000397,Lofgren,CA,19,Democrat,89,0.179775280898876,0.16610603,-51.4
house,L000480,Lowey,NY,17,Democrat,88,0.181818181818182,0.30070985,-20.2
house,L000491,Lucas,OK,3,Republican,90,0.988888888888889,0.94261559,52.7
house,L000551,Lee,CA,13,Democrat,88,0.0795454545454545,0.13116065,-80.6
house,L000554,LoBiondo,NJ,2,Republican,90,0.822222222222222,0.76483099,4.6
house,L000557,Larson,CT,1,Democrat,85,0.258823529411765,0.27460851,-23.1
house,L000559,Langevin,RI,2,Democrat,88,0.261363636363636,0.52319294,-7.1
house,L000560,Larsen,WA,2,Democrat,89,0.213483146067416,0.28735639,-22.1
house,L000562,Lynch,MA,8,Democrat,87,0.310344827586207,0.25234593,-26
house,L000563,Lipinski,IL,3,Democrat,87,0.390804597701149,0.3708032,-15.3
house,L000564,Lamborn,CO,5,Republican,90,0.933333333333333,0.92586498,24
house,L000565,Loebsack,IA,2,Democrat,89,0.348314606741573,0.75384255,4.1
house,L000566,Latta,OH,5,Republican,90,0.955555555555556,0.92839085,25.1
house,L000567,Lance,NJ,7,Republican,90,0.877777777777778,0.65694344,-1.1
house,L000569,Luetkemeyer,MO,3,Republican,88,0.977272727272727,0.94047483,39
house,L000570,Luján,NM,3,Democrat,89,0.168539325842697,0.37474736,-15.1
house,L000573,Labrador,ID,1,Republican,79,0.822784810126582,0.94206974,38.3
house,L000576,Long,MO,7,Republican,82,0.926829268292683,0.94321876,45.7
house,L000578,LaMalfa,CA,1,Republican,89,0.966292134831461,0.91098152,19.7
house,L000579,Lowenthal,CA,47,Democrat,88,0.159090909090909,0.22457915,-31.6
house,L000580,Lujan Grisham,NM,1,Democrat,88,0.25,0.35633325,-16.5
house,L000581,Lawrence,MI,14,Democrat,87,0.172413793103448,0.14439193,-60.9
house,L000582,Lieu,CA,33,Democrat,83,0.192771084337349,0.17682657,-41.3
house,L000583,Loudermilk,GA,11,Republican,87,0.885057471264368,0.92641766,25
house,L000584,Love,UT,4,Republican,90,0.955555555555556,0.79764253,6.7
house,L000585,LaHood,IL,18,Republican,90,0.944444444444444,0.93248377,27.3
house,L000586,Lawson,FL,5,Democrat,84,0.369047619047619,0.2647569,-25.4
house,L000587,Lewis,MN,2,Republican,87,0.908045977011494,0.70032803,1.2
house,L000588,Lamb,PA,18,Democrat,19,0.631578947368421,0.92050732,19.6
house,L000589,Lesko,AZ,8,Republican,19,0.947368421052632,0.926998,21.1
house,M000087,Maloney,NY,12,Democrat,88,0.159090909090909,0.14430844,-69.8
house,M000312,McGovern,MA,2,Democrat,88,0.125,0.31669388,-19.4
house,M001137,Meeks,NY,5,Democrat,87,0.229885057471264,0.14294594,-73
house,M001143,McCollum,MN,4,Democrat,88,0.159090909090909,0.2275633,-30.9
house,M001151,Murphy,PA,18,Republican,48,0.979166666666667,0.93314636,19.6
house,M001156,McHenry,NC,10,Republican,88,0.988636363636364,0.93034054,24.5
house,M001157,McCaul,TX,10,Republican,90,0.988888888888889,0.82982641,9.1
house,M001158,Marchant,TX,24,Republican,88,0.954545454545455,0.78787287,6.2
house,M001159,McMorris Rodgers,WA,5,Republican,90,0.977777777777778,0.87118284,13.1
house,M001160,Moore,WI,4,Democrat,86,0.104651162790698,0.16924948,-52.2
house,M001163,Matsui,CA,6,Democrat,89,0.168539325842697,0.17905075,-44.8
house,M001165,McCarthy,CA,23,Republican,88,0.988636363636364,0.92012916,22
house,M001166,McNerney,CA,9,Democrat,87,0.183908045977011,0.32259835,-18.6
house,M001177,McClintock,CA,4,Republican,89,0.808988764044944,0.88331329,14.7
house,M001179,Marino,PA,10,Republican,85,0.976470588235294,0.94251265,35.9
house,M001180,McKinley,WV,1,Republican,90,0.977777777777778,0.9422804,41.6
house,M001181,Meehan,PA,7,Republican,71,0.887323943661972,0.61266581,-2.3
house,M001182,Mulvaney,SC,5,Republican,0,"","",18.5
house,M001184,Massie,KY,4,Republican,90,0.611111111111111,0.94057016,35.9
house,M001185,Maloney,NY,18,Democrat,87,0.344827586206897,0.7112605,1.9
house,M001187,Meadows,NC,11,Republican,87,0.896551724137931,0.94455943,29.4
house,M001188,Meng,NY,6,Democrat,87,0.195402298850575,0.20937164,-33
house,M001189,Messer,IN,6,Republican,87,0.942528735632184,0.9450367,40.3
house,M001190,Mullin,OK,2,Republican,88,0.931818181818182,0.94212342,50.1
house,M001193,MacArthur,NJ,3,Republican,90,0.944444444444444,0.79021897,6.2
house,M001194,Moolenaar,MI,4,Republican,90,0.988888888888889,0.92773678,24.8
house,M001195,Mooney,WV,2,Republican,90,0.844444444444444,0.94079611,36.4
house,M001196,Moulton,MA,6,Democrat,89,0.224719101123595,0.33470906,-17.9
house,M001197,McSally,AZ,2,Republican,90,0.977777777777778,0.57600621,-4.9
house,M001198,Marshall,KS,1,Republican,90,0.977777777777778,0.94265717,45
house,M001199,Mast,FL,18,Republican,90,0.933333333333333,0.83104385,9.2
house,M001200,McEachin,VA,4,Democrat,86,0.197674418604651,0.29196478,-21.6
house,M001201,Mitchell,MI,10,Republican,90,0.966666666666667,0.93823393,32.2
house,M001202,Murphy,FL,7,Democrat,89,0.49438202247191,0.52054185,-7.3
house,N000002,Nadler,NY,10,Democrat,86,0.162790697674419,0.15949465,-59.5
house,N000015,Neal,MA,1,Democrat,88,0.193181818181818,0.30066905,-20.7
house,N000127,Nolan,MN,8,Democrat,87,0.264367816091954,0.89259732,15.6
house,N000179,Napolitano,CA,32,Democrat,75,0.146666666666667,0.21673618,-38.9
house,N000181,Nunes,CA,22,Republican,86,0.988372093023256,0.83166842,9.5
house,N000184,Noem,SD,0,Republican,86,0.918604651162791,0.93422544,29.79332222
house,N000188,Norcross,NJ,1,Democrat,86,0.197674418604651,0.26720076,-24.5
house,N000189,Newhouse,WA,4,Republican,86,0.965116279069767,0.92527152,22.8
house,N000190,Norman,SC,5,Republican,56,0.857142857142857,0.87405405,18.5
house,O000168,Olson,TX,22,Republican,89,0.966292134831461,0.81314435,7.9
house,O000170,O’Rourke,TX,16,Democrat,87,0.28735632183908,0.1739484,-40.7
house,O000171,O’Halleran,AZ,1,Democrat,90,0.544444444444444,0.70133719,1.1
house,P000034,Pallone,NJ,6,Democrat,89,0.101123595505618,0.36707725,-15.6
house,P000096,Pascrell,NJ,9,Democrat,87,0.206896551724138,0.22276033,-31.2
house,P000197,Pelosi,CA,12,Democrat,85,0.2,0.14234243,-77.5
house,P000258,Peterson,MN,7,Democrat,86,0.674418604651163,0.93405577,30.8
house,P000523,Price,NC,4,Democrat,89,0.179775280898876,0.19124918,-40
house,P000588,Pearce,NM,2,Republican,87,0.896551724137931,0.84112401,10.2
house,P000591,Price,GA,6,Republican,0,"","",1.5
house,P000592,Poe,TX,2,Republican,85,0.917647058823529,0.829169,9.3
house,P000593,Perlmutter,CO,7,Democrat,89,0.280898876404494,0.42723956,-12
house,P000594,Paulsen,MN,3,Republican,90,0.977777777777778,0.48158999,-9.4
house,P000597,Pingree,ME,1,Democrat,87,0.172413793103448,0.37942203,-14.8
house,P000598,Polis,CO,2,Democrat,85,0.164705882352941,0.29259213,-21.3
house,P000599,Posey,FL,8,Republican,87,0.908045977011494,0.91798132,20.7
house,P000601,Palazzo,MS,4,Republican,86,0.965116279069767,0.94470456,41.2
house,P000602,Pompeo,KS,4,Republican,0,"","",27.2
house,P000604,Payne,NJ,10,Democrat,82,0.109756097560976,0.12038586,-72.4
house,P000605,Perry,PA,4,Republican,89,0.853932584269663,0.91874511,21.5
house,P000606,Pittenger,NC,9,Republican,86,0.976744186046512,0.85962936,11.6
house,P000607,Pocan,WI,2,Democrat,80,0.1125,0.21196366,-36.8
house,P000608,Peters,CA,52,Democrat,88,0.352272727272727,0.27965542,-22.5
house,P000609,Palmer,AL,6,Republican,88,0.931818181818182,0.95242471,44.7
house,P000611,Poliquin,ME,2,Republican,89,0.966292134831461,0.84565885,10.3
house,P000613,Panetta,CA,20,Democrat,90,0.277777777777778,0.17250457,-47.2
house,Q000023,Quigley,IL,5,Democrat,87,0.229885057471264,0.1706788,-46.6
house,R000395,Rogers,KY,5,Republican,83,0.987951807228916,0.93711754,62.1
house,R000409,Rohrabacher,CA,48,Republican,89,0.842696629213483,0.64324548,-1.7
house,R000435,Ros-Lehtinen,FL,27,Republican,83,0.698795180722892,0.3053784,-19.7
house,R000486,Roybal-Allard,CA,40,Democrat,88,0.147727272727273,0.14469917,-69.4
house,R000487,Royce,CA,39,Republican,89,0.97752808988764,0.49955622,-8.6
house,R000515,Rush,IL,1,Democrat,68,0.132352941176471,0.17957206,-54
house,R000570,Ryan,WI,1,Republican,20,0.95,0.71975758,10.3
house,R000575,Rogers,AL,3,Republican,90,0.966666666666667,0.93885283,33
